year,month,day,hour,minute,runtime
2022,10,11,0,0,0.019000
2022,10,11,0,10,0.027000
2022,10,11,0,20,0.051000
2022,10,11,0,30,0.083000
2022,10,11,0,40,0.150000
2022,10,11,0,50,0.088000
2022,10,11,1,0,0.112000
2022,10,11,1,10,0.076000
2022,10,11,1,20,0.077000
2022,10,11,1,30,0.124000
2022,10,11,1,40,0.132000
2022,10,11,1,50,0.179000
2022,10,11,2,0,0.201000
2022,10,11,2,10,0.160000
2022,10,11,2,20,0.117000
2022,10,11,2,30,0.128000
2022,10,11,2,40,0.138000
2022,10,11,2,50,0.133000
2022,10,11,3,0,0.135000
2022,10,11,3,10,0.142000
2022,10,11,3,20,0.148000
2022,10,11,3,30,0.163000
2022,10,11,3,40,0.171000
2022,10,11,3,50,0.179000
2022,10,11,4,0,0.190000
2022,10,11,4,10,0.272000
2022,10,11,4,20,0.383000
2022,10,11,4,30,0.397000
2022,10,11,4,40,0.407000
2022,10,11,4,50,0.430000
2022,10,11,5,0,0.455000
2022,10,11,5,10,0.399000
2022,10,11,5,20,0.423000
2022,10,11,5,30,0.480000
2022,10,11,5,40,0.355000
2022,10,11,5,50,0.252000
2022,10,11,6,0,0.228000
2022,10,11,6,10,0.273000
2022,10,11,6,20,0.294000
2022,10,11,6,30,0.217000
2022,10,11,6,40,0.194000
2022,10,11,6,50,0.228000
2022,10,11,7,0,0.308000
2022,10,11,7,10,0.261000
2022,10,11,7,20,0.164000
2022,10,11,7,30,0.123000
2022,10,11,7,40,0.151000
2022,10,11,7,50,0.222000
2022,10,11,8,0,0.314000
2022,10,11,8,10,0.199000
2022,10,11,8,20,0.210000
2022,10,11,8,30,0.185000
2022,10,11,8,40,0.256000
2022,10,11,8,50,0.287000
2022,10,11,9,0,0.341000
2022,10,11,9,10,0.393000
2022,10,11,9,20,0.438000
2022,10,11,9,30,0.458000
2022,10,11,9,40,0.489000
2022,10,11,9,50,0.546000
2022,10,11,10,0,0.824000
2022,10,11,10,10,0.855000
2022,10,11,10,20,0.643000
2022,10,11,10,30,0.674000
2022,10,11,10,40,0.705000
2022,10,11,10,50,0.735000
2022,10,11,11,0,0.750000
2022,10,11,11,10,0.798000
2022,10,11,11,20,0.820000
2022,10,11,11,30,0.872000
2022,10,11,11,40,0.883000
2022,10,11,11,50,0.952000
