2022,10,5,12,10,75.529000
2022,10,5,12,20,65.389000
2022,10,5,12,30,59.717000
2022,10,5,12,40,54.579000
2022,10,5,12,50,50.260000
2022,10,5,13,0,27.585000
2022,10,5,13,10,21.957000
2022,10,5,13,20,20.121000
2022,10,5,13,30,20.494000
2022,10,5,13,40,18.759000
2022,10,5,13,50,30.214000
2022,10,5,14,0,26.007000
2022,10,5,14,10,26.828000
2022,10,5,14,20,56.073000
2022,10,5,14,30,28.356000
2022,10,5,14,40,29.713000
2022,10,5,14,50,29.406000
2022,10,5,15,0,27.977000
2022,10,5,15,10,27.470000
2022,10,5,15,20,27.319000
2022,10,5,15,30,25.673000
2022,10,5,15,40,25.049000
2022,10,5,15,50,22.946000
2022,10,5,16,0,23.575000
2022,10,5,16,10,22.685000
2022,10,5,16,20,25.839000
2022,10,5,16,30,27.121000
2022,10,5,16,40,27.627000
2022,10,5,16,50,26.042000
2022,10,5,17,0,24.255000
2022,10,5,17,10,23.663000
2022,10,5,17,20,23.793000
2022,10,5,17,30,22.680000
2022,10,5,17,40,20.380000
2022,10,5,17,50,19.632000
2022,10,5,18,0,22.457000
2022,10,5,18,10,25.062000
2022,10,5,18,20,24.387000
2022,10,5,18,30,22.621000
2022,10,5,18,40,23.405000
2022,10,5,18,50,22.074000
2022,10,5,19,0,21.554000
2022,10,5,19,10,19.120000
2022,10,5,19,20,19.281000
2022,10,5,19,30,18.086000
2022,10,5,19,40,16.718000
2022,10,5,19,50,19.785000
2022,10,5,20,0,20.848000
2022,10,5,20,10,19.857000
2022,10,5,20,20,20.370000
2022,10,5,20,30,17.249000
2022,10,5,20,40,16.803000
2022,10,5,20,50,15.620000
2022,10,5,21,0,15.426000
2022,10,5,21,10,15.779000
2022,10,5,21,20,15.375000
2022,10,5,21,30,14.296000
2022,10,5,21,40,13.481000
2022,10,5,21,50,12.597000
2022,10,5,22,0,11.851000
2022,10,5,22,10,10.666000
2022,10,5,22,20,11.779000
2022,10,5,22,30,12.925000
2022,10,5,22,40,13.925000
2022,10,5,22,50,12.238000
2022,10,5,23,0,13.287000
2022,10,5,23,10,14.501000
2022,10,5,23,20,13.182000
2022,10,5,23,30,11.929000
2022,10,5,23,40,11.591000
2022,10,5,23,50,9.783000
