2022,10,5,9,1,72.206000
2022,10,5,9,2,30.503000
2022,10,5,9,3,15.782000
2022,10,5,9,4,15.525000
2022,10,5,9,5,12.435000
2022,10,5,9,6,12.850000
2022,10,5,9,7,10.291000
2022,10,5,9,8,11.181000
2022,10,5,9,9,11.483000
2022,10,5,9,10,13.531000
2022,10,5,9,11,12.288000
2022,10,5,9,12,12.632000
2022,10,5,9,13,11.897000
2022,10,5,9,14,12.116000
2022,10,5,9,15,12.409000
2022,10,5,9,16,11.829000
2022,10,5,9,17,11.755000
2022,10,5,9,18,13.809000
2022,10,5,9,19,10.351000
2022,10,5,9,20,12.802000
2022,10,5,9,21,12.788000
2022,10,5,9,22,12.681000
2022,10,5,9,23,14.054000
2022,10,5,9,24,11.890000
2022,10,5,9,25,12.061000
2022,10,5,9,26,11.763000
2022,10,5,9,27,12.311000
2022,10,5,9,28,11.127000
2022,10,5,9,29,11.441000
2022,10,5,9,30,11.848000
2022,10,5,9,31,13.224000
2022,10,5,9,32,9.659000
2022,10,5,9,33,10.307000
2022,10,5,9,34,9.858000
2022,10,5,9,35,11.017000
2022,10,5,9,36,10.483000
2022,10,5,9,37,9.991000
2022,10,5,9,38,11.024000
2022,10,5,9,39,10.807000
2022,10,5,9,40,9.627000
2022,10,5,9,41,10.605000
2022,10,5,9,42,8.467000
2022,10,5,9,43,10.236000
2022,10,5,9,44,11.184000
2022,10,5,9,45,9.726000
2022,10,5,9,46,11.503000
2022,10,5,9,47,10.482000
2022,10,5,9,48,11.180000
2022,10,5,9,49,10.722000
2022,10,5,9,50,11.366000
2022,10,5,9,51,11.422000
2022,10,5,9,52,13.217000
2022,10,5,9,53,11.456000
2022,10,5,9,54,10.348000
2022,10,5,9,55,10.311000
2022,10,5,9,56,10.274000
2022,10,5,9,57,10.690000
2022,10,5,9,58,10.767000
