year,month,day,hour,minute,runtime
2022,10,21,0,0,0.030000
2022,10,21,0,10,0.031000
2022,10,21,0,20,0.086000
2022,10,21,0,30,0.170000
2022,10,21,0,40,0.185000
2022,10,21,0,50,0.243000
2022,10,21,1,0,0.098000
2022,10,21,1,10,0.116000
2022,10,21,1,20,0.193000
2022,10,21,1,30,0.231000
2022,10,21,1,40,0.196000
2022,10,21,1,50,0.139000
2022,10,21,2,0,0.153000
2022,10,21,2,10,0.187000
2022,10,21,2,20,0.197000
2022,10,21,2,30,0.153000
2022,10,21,2,40,0.157000
2022,10,21,2,50,0.164000
2022,10,21,3,0,0.128000
2022,10,21,3,10,0.118000
2022,10,21,3,20,0.107000
2022,10,21,3,30,0.132000
2022,10,21,3,40,0.135000
2022,10,21,3,50,0.184000
2022,10,21,4,0,0.142000
2022,10,21,4,10,0.149000
2022,10,21,4,20,0.095000
2022,10,21,4,30,0.130000
2022,10,21,4,40,0.163000
2022,10,21,4,50,0.148000
2022,10,21,5,0,0.156000
2022,10,21,5,10,0.164000
2022,10,21,5,20,0.184000
2022,10,21,5,30,0.201000
2022,10,21,5,40,0.171000
2022,10,21,5,50,0.197000
2022,10,21,6,0,0.194000
2022,10,21,6,10,0.163000
2022,10,21,6,20,0.184000
2022,10,21,6,30,0.302000
2022,10,21,6,40,0.372000
2022,10,21,6,50,0.181000
2022,10,21,7,0,0.152000
2022,10,21,7,10,0.134000
2022,10,21,7,20,0.122000
2022,10,21,7,30,0.153000
2022,10,21,7,40,0.218000
2022,10,21,7,50,0.218000
2022,10,21,8,0,0.232000
2022,10,21,8,10,0.230000
2022,10,21,8,20,0.267000
2022,10,21,8,30,0.269000
2022,10,21,8,40,0.264000
2022,10,21,8,50,0.254000
2022,10,21,9,0,0.300000
2022,10,21,9,10,0.306000
2022,10,21,9,20,0.325000
2022,10,21,9,30,0.377000
2022,10,21,9,40,0.397000
2022,10,21,9,50,0.435000
2022,10,21,10,0,0.433000
2022,10,21,10,10,0.440000
2022,10,21,10,20,0.445000
2022,10,21,10,30,0.489000
2022,10,21,10,40,0.529000
2022,10,21,10,50,0.552000
2022,10,21,11,0,0.618000
2022,10,21,11,10,0.675000
2022,10,21,11,20,0.705000
2022,10,21,11,30,0.753000
2022,10,21,11,40,0.787000
2022,10,21,11,50,0.855000
