0,0.035
1,0.019
2,0.008
3,0.006
4,0.007
5,0.007
6,0.006
7,0.006
8,0.011
9,0.008
10,0.007
11,0.007
12,0.011
13,0.005
14,0.004
15,0.006
16,0.004
17,0.008
18,0.005
19,0.005
20,0.003
21,0.007
22,0.003
23,0.003
24,0.003
25,0.001
26,0.002
27,0.0
28,0.003
29,0.003
30,0.003
31,0.003
32,0.002
33,0.004
34,0.005
35,0.001
36,0.003
37,0.003
38,0.003
39,0.002
40,0.003
41,0.001
42,0.002
43,0.004
44,0.004
45,0.004
46,0.003
47,0.003
48,0.003
49,0.005
50,0.004
51,0.002
52,0.003
53,0.003
54,0.004
55,0.004
56,0.02
57,0.003
58,0.004
59,0.004
60,0.003
61,0.003
62,0.004
63,0.003
64,0.003
65,0.003
66,0.003
67,0.003
68,0.004
69,0.003
70,0.003
71,0.004
72,0.003
73,0.003
74,0.004
75,0.003
76,0.004
77,0.004
78,0.004
79,0.004
80,0.004
81,0.003
82,0.003
83,0.003
84,0.003
85,0.009
86,0.004
87,0.003
88,0.004
89,0.003
90,0.004
91,0.004
92,0.004
93,0.004
94,0.004
95,0.004
96,0.003
97,0.004
98,0.004
99,0.004
100,0.003
101,0.004
102,0.004
103,0.003
104,0.003
105,0.004
106,0.004
107,0.003
108,0.004
109,0.003
110,0.003
111,0.003
112,0.003
113,0.003
114,0.003
115,0.004
116,0.003
117,0.003
118,0.004
119,0.003
120,0.004
121,0.003
122,0.003
123,0.003
124,0.003
125,0.003
126,0.003
127,0.004
128,0.003
129,0.004
130,0.003
131,0.003
132,0.003
133,0.004
134,0.004
135,0.004
136,0.003
137,0.003
138,0.003
139,0.004
140,0.004
141,0.004
142,0.005
143,0.004
144,0.003
145,0.003
146,0.004
147,0.003
148,0.006
149,0.01
150,0.004
151,0.004
152,0.004
153,0.004
154,0.003
155,0.004
156,0.003
157,0.003
158,0.003
159,0.003
160,0.004
161,0.003
162,0.004
163,0.003
164,0.003
165,0.003
166,0.003
167,0.003
168,0.004
169,0.003
170,0.004
171,0.004
172,0.004
173,0.003
174,0.003
175,0.003
176,0.004
177,0.004
178,0.004
179,0.003
180,0.003
181,0.004
182,0.003
183,0.003
184,0.004
185,0.004
186,0.003
187,0.003
188,0.004
189,0.003
190,0.003
191,0.003
192,0.003
193,0.003
194,0.003
195,0.003
196,0.003
197,0.004
198,0.003
199,0.003
200,0.004
201,0.003
202,0.003
203,0.003
204,0.004
205,0.003
206,0.003
207,0.004
208,0.003
209,0.004
210,0.009
211,0.002
212,0.003
213,0.003
214,0.002
215,0.002
216,0.003
217,0.001
218,0.003
219,0.003
220,0.001
221,0.0
222,0.001
223,0.001
224,0.003
225,0.003
226,0.003
227,0.003
228,0.003
229,0.002
230,0.003
231,0.001
232,0.003
233,0.003
234,0.002
235,0.002
236,0.003
237,0.002
238,0.002
239,0.003
240,0.001
241,0.003
242,0.003
243,0.002
244,0.004
245,0.003
246,0.003
247,0.003
248,0.003
249,0.004
250,0.004
251,0.003
252,0.004
253,0.004
254,0.003
255,0.004
256,0.005
257,0.004
258,0.004
259,0.003
260,0.004
261,0.003
262,0.004
263,0.003
264,0.003
265,0.004
266,0.003
267,0.003
268,0.003
269,0.003
270,0.004
271,0.003
272,0.003
273,0.003
274,0.003
275,0.003
276,0.004
277,0.003
278,0.003
279,0.004
280,0.003
281,0.003
282,0.004
283,0.003
284,0.003
285,0.004
286,0.003
287,0.003
288,0.003
289,0.003
290,0.003
291,0.004
292,0.003
293,0.003
294,0.004
295,0.003
296,0.003
297,0.003
298,0.003
299,0.004
300,0.003
301,0.003
302,0.003
303,0.003
304,0.003
305,0.004
306,0.003
307,0.003
308,0.003
309,0.003
310,0.003
311,0.004
312,0.003
313,0.003
314,0.003
315,0.003
316,0.003
317,0.003
318,0.003
319,0.003
320,0.003
321,0.003
322,0.003
323,0.004
324,0.003
325,0.003
326,0.003
327,0.003
328,0.003
329,0.003
330,0.004
331,0.003
332,0.003
333,0.004
334,0.003
335,0.003
336,0.003
337,0.003
338,0.003
339,0.004
340,0.003
341,0.003
342,0.003
343,0.003
344,0.003
345,0.003
346,0.003
347,0.003
348,0.003
349,0.003
350,0.003
351,0.003
352,0.003
353,0.004
354,0.003
355,0.003
356,0.003
357,0.003
358,0.004
359,0.003
360,0.003
361,0.003
362,0.003
363,0.003
364,0.003
365,0.003
366,0.003
367,0.003
368,0.003
369,0.003
370,0.003
371,0.003
372,0.003
373,0.003
374,0.003
375,0.003
376,0.004
377,0.003
378,0.003
379,0.003
380,0.003
381,0.003
382,0.003
383,0.003
384,0.003
385,0.003
386,0.004
387,0.003
388,0.004
389,0.003
390,0.003
391,0.003
392,0.003
393,0.004
394,0.003
395,0.003
396,0.003
397,0.003
398,0.003
399,0.003
400,0.003
401,0.003
402,0.003
403,0.004
404,0.003
405,0.003
406,0.004
407,0.001
408,0.003
409,0.003
410,0.003
411,0.002
412,0.003
413,0.003
414,0.003
415,0.002
416,0.002
417,0.003
418,0.002
419,0.003
420,0.003
421,0.002
422,0.002
423,0.002
424,0.002
425,0.003
426,0.002
427,0.002
428,0.002
429,0.002
430,0.001
431,0.002
432,0.002
433,0.002
434,0.002
435,0.002
436,0.002
437,0.002
438,0.0
439,0.002
440,0.0
441,0.001
442,0.002
443,0.002
444,0.002
445,0.002
446,0.002
447,0.002
448,0.002
449,0.003
450,0.002
451,0.002
452,0.002
453,0.003
454,0.002
455,0.002
456,0.002
457,0.001
458,0.002
459,0.002
460,0.0
461,0.0
462,0.001
463,0.002
464,0.002
465,0.002
466,0.002
467,0.002
468,0.002
469,0.003
470,0.001
471,0.0
472,0.0
473,0.001
474,0.002
475,0.002
476,0.002
477,0.002
478,0.002
479,0.002
480,0.0
481,0.002
482,0.002
483,0.002
484,0.001
485,0.002
486,0.002
487,0.002
488,0.003
489,0.001
490,0.001
491,0.001
492,0.001
493,0.001
494,0.001
495,0.001
496,0.002
497,0.001
498,0.002
499,0.0
500,0.001
501,0.003
502,0.001
503,0.003
504,0.001
505,0.002
506,0.002
507,0.001
508,0.002
509,0.002
510,0.002
511,0.001
512,0.001
513,0.002
514,0.002
515,0.002
516,0.002
517,0.002
518,0.002
519,0.001
520,0.001
521,0.002
522,0.002
523,0.002
524,0.002
525,0.002
526,0.002
527,0.002
528,0.002
529,0.002
530,0.003
531,0.003
532,0.003
533,0.003
534,0.003
535,0.003
536,0.003
537,0.003
538,0.003
539,0.003
540,0.003
541,0.003
542,0.003
543,0.003
544,0.003
545,0.003
546,0.003
547,0.003
548,0.003
549,0.003
550,0.003
551,0.002
552,0.002
553,0.002
554,0.003
555,0.003
556,0.003
557,0.002
558,0.003
559,0.003
560,0.003
561,0.003
562,0.003
563,0.003
564,0.003
565,0.002
566,0.002
567,0.003
568,0.002
569,0.002
570,0.003
571,0.002
572,0.002
573,0.003
574,0.003
575,0.003
576,0.003
577,0.003
578,0.003
579,0.003
580,0.003
581,0.003
582,0.003
583,0.003
584,0.003
585,0.003
586,0.002
587,0.002
588,0.003
589,0.003
590,0.003
591,0.003
592,0.002
593,0.002
594,0.003
595,0.002
596,0.002
597,0.004
598,0.003
599,0.003
600,0.003
601,0.003
602,0.003
603,0.003
604,0.003
605,0.003
606,0.002
607,0.003
608,0.002
609,0.002
610,0.003
611,0.001
612,0.002
613,0.003
614,0.002
615,0.002
