0,86.794
1,87.227
2,84.039
3,79.044
4,79.181
5,63.449
6,64.169
7,54.445
8,52.825
9,55.256
10,50.705
11,48.516
12,46.999
13,45.621
14,47.999
15,46.947
16,50.406
17,50.727
18,50.047
19,49.847
20,55.533
21,47.942
22,48.467
23,44.9
24,40.831
25,46.378
26,46.885
27,44.931
28,48.28
29,49.636
30,48.113
31,48.406
32,45.914
33,45.899
34,48.092
35,48.488
36,51.358
37,53.713
38,55.375
39,54.33
40,55.013
41,53.234
42,52.275
43,53.227
44,53.469
45,52.377
46,53.309
47,54.167
48,54.542
49,54.818
50,56.903
51,57.862
52,58.875
53,57.377
54,56.919
55,56.618
56,56.748
57,57.583
58,56.995
59,57.418
60,55.616
61,55.918
62,56.333
63,56.13
64,56.277
65,56.111
66,56.04
67,55.957
68,55.817
69,57.168
70,55.68
71,56.354
72,56.174
73,55.6
74,55.422
75,57.398
76,57.169
77,56.655
78,56.973
79,57.939
80,55.951
81,56.903
82,55.326
83,56.277
84,55.968
85,56.022
86,57.223
87,58.882
88,59.468
89,58.014
90,57.946
91,55.758
92,55.488
93,59.117
94,57.572
95,57.286
96,58.251
97,58.038
98,58.282
99,58.588
100,58.162
