0,4.281
1,4.107
2,4.064
3,3.937
4,4.079
5,2.335
6,2.937
7,3.295
8,3.632
9,3.965
10,3.83
11,4.012
12,3.929
13,4.167
14,3.326
15,2.905
16,4.16
17,4.213
18,4.174
19,3.576
20,4.235
21,4.159
22,2.908
23,3.863
24,3.628
25,4.085
26,3.603
27,3.559
28,3.56
29,3.109
30,4.107
31,4.083
32,3.996
33,3.305
34,4.121
35,3.35
36,3.941
37,3.815
38,3.486
39,3.714
40,4.088
41,2.991
42,4.474
43,3.722
44,3.644
45,4.128
46,3.749
47,4.146
48,3.065
49,3.565
50,3.233
51,2.538
52,2.283
53,4.232
54,3.52
55,2.506
56,1.952
57,1.903
58,2.599
59,2.22
60,2.257
61,1.206
62,1.796
63,3.743
64,1.894
65,2.196
66,3.102
67,3.816
68,3.144
69,3.095
70,1.869
71,3.12
72,2.87
73,3.173
74,3.758
75,2.433
76,2.902
77,1.793
78,3.228
79,1.139
80,1.831
81,3.534
82,3.08
83,1.842
84,3.098
85,4.12
86,1.171
87,3.073
88,1.782
89,3.114
90,1.125
91,2.509
92,4.099
93,3.764
94,2.495
95,3.104
96,2.79
97,3.779
98,3.088
99,2.421
